text,label,step
intinya kecelakaan terjadi siapa kapan tetap hati hati dijalan jangan lupa berdoa kejadian desember,0,train
semenya terakhir kecelakaan helikopter kan,0,train
hatihati bayi mulai berjalan ma,0,train
hy sobattangerang hubungi kamu menemukan mengalami kegawatdarurattan kecelakaan kebakaran kriminalitas bencana alam layanan jam bebas pulsa user user user user user,0,train
stop pelanggaran stop kecelakaan keselamatan kemanusiaan jangan lupa pakai helm sni pastikan bunyi klik berkendara selalu utamakan keselamatan berkendara meminimalisir kecelakaan lalu lintas,0,train
user kecelakaan tolctc grogol km arah pluit kendaraan muatan galon air terbalik miring lajur kanan penanganan elshintaedisipagi,1,train
gatau mau nangis bawaanya soalnya keinget cp rl yg ngubah aku jadi pribadi yg lebih baik susah senang laluin sama sama seneng sama sama setelahnya hiatus kata adeknya kecelakaan sumpah aku kaget setelahnya tabku rusak jadi gabisa ketemu,0,train
nhk bahas gimana pusat kendali kereta eastjepang ngatur schedule kereta harinyakebetulan pas shooting kecelakaan biasanya bunuh diri rel trus tanggal gw telat ngantor gegara keretanya kagak dateng,0,train
kan lucu kecelakaan pas lago ngabdi wkwk bukannya apa beneran badan w sakit abs jatoh,0,train
angkringan langganan sendiri teh tumben engga sama si aa nya iya si aa nya gabisa habis kecelakaan engga parah kan teh si aa alhamdulillah sekarang si udah mendingan mang sing enggal damang biar kesininya berdua terus aamiin,0,train
gue emang gak penting gue kecelakaan aja abaikan,0,train
sopir ngantuk rombongan suporter user user kecelakaan juli,1,train
lah sebelumnya kabupaten yg provinsi syariah truck kecelakaan dijarah apa kurang susahnya hidup disana,0,train
pastikan datang melihat kembang api aku teringat mimpiku seorang wanita terbunuh kecelakaan seokjin tengah memperhatikannya mimpi berakhir kembang api bts the notes agustus taehyung wattpad,0,train
orang baru ngomongin yg kecelakaan yg gara asal ngomong mobil sok tau semua anjir gua diem aja haha udah tao duluan twit kalee,0,train
aku ikut terharu teman ku mengalami kecelkaan ternyata begini rasanya kecelakaan,0,train
biar keren mata cewek gimana sih sedikit cuek aja kemarin adek aku kecelakaan sip laterr,0,train
kecelakaan beruntun melibatkan mobil menewaskan melukai lainnya korea selatan senin sore kecelakaan terjadi sebuah terowongan namwon gas beracun bocor terowongan operasi penyelamatan berlanjut hingga selasa,1,train
jatimnow sebuah mobil pikap memuat beras bernopol l aq mengalami kecelakaan terbakar tol surabaya mojokerto sumo tepatnya km,1,train
kronologi kecelakaan satu keluarga tewas ditabrak truk asyik swafoto pinggir jalan via user,1,train
dulu kendaraan drl dulu motor yg nyalain lampu siang bolong pertanyaan lampu nyala benar menurunkan angka kecelakaan kendaraan bermotor,0,train
kecelakaan keadaan darurat medis pernah liburan dibutuhkan darah menit hari sepanjang tahun quote bfo,0,train
karimunjawa private honeymoon dn mulai idr kcouple cek story guys fasilitas tiket kapal express vip class asuransi kecelakaan transportasi cek in amp cek out penginapan alun amp tour,0,train
mengalami kecelakaan mobil lee kwang soo istirahat aktivitas,1,train
darah kecelakaan kedalaman hewan serangga hewan bertubuh lunak kaya cicak tokek uler ih serem,0,train
omnibus law ruu cipta kerja mengalami kecelakaan akademik,0,train
polisi ungkap hasil otopsi han ji seong meninggal kecelakaan hanjiseong,1,train
kaget dnger kabar kak rain hbs kecelakaansmoga kaka baik aja aq disini slalu doain kmu kak biar cpet smbuhily user,0,train
dunia balap motor berduka pebalap road race nasional meninggal kecelakaan tragis motorprix riau,1,train
cepet sembuh yaga tega akutuh denger beritanya waktu denger pertama kali temen akuaku kaget ga percaya gitu terus aku cari tau ternyata bener wendy kecelakaan aku nangis ga tau knapasayang banget akutuh sama wendydoain temen temen getwellsoonwendy,0,train
sebwah kecelakaan,0,train
rs siloam yogyakarta beri edukasi pertolongan pertama kecelakaan,0,train
kecelakaan melibatkan truk pertamina terjadi minggu dini kemarin tiga orang tewas kecelakaan tersebut,0,train
lemes bgt liat kecelakaan depan mata yaallah,0,train
membaca semoga kecelakaan sedih ingat pernah mengalami nya,0,train
sopir truk isep menjadi korban kecelakaan melanggar aturan mengendarai kendaraan sim mati sejak,0,train
bersyukur diumur dikasih pengalaman kalo takdir rejeki mati diatur rejeki kalo bukan takdir kerjanya disitu yg awalnya rejekinya disitu diambil mati kalo kecelakaan waktu jadi kelindes tahu,0,train
apa arti tpl third party liability memberikan perlindungan atas tuntutan kerugian pihak ketiga yg tertabrak pemegang polis suatu kecelakaan asuransikendaraan jember,0,train
pak presiden user meninggal jumlah ratusan terjadi apa disebut bencana kecelakaan,0,train
bukan mahasiswi sih tp mau ikutan agaknya sedikit lebih berat awal tahun gaji rapel biasa kecelakaan bulan kedua sampe diancem polisi padahal motorku rusak parah servisnya sebulan gaji setelahnya ngalir kyk biasa pas cukup cont,0,train
jalan indonesia paling sering terjadi kecelakaan gaib berita news xxx,0,train
kabarsaja korban kecelakaan pelayaran km aleluya tiba manado,1,train
dylan carr pemain sinetron anak langit dikabarkan mengalami pendarahan kepala hilang ingatan artikel asli dimuat mitra teras tabloid bintang,1,train
semarang demak tersendat panjang ekor ketersendatan depan pertigaan genuk indah imbas kecelakaan sayung jalur semarang demak dipakai sistem kontra flow lalinsmg semarang demak,1,train
momota cidera patah hidung akibat kecelakaan malaysia,1,train
cerita kecelakaan mirip anak sebelah dulu kayanya deh halah nostalgila dong gue,0,train
polres bantul rekayasa lalu lintas jalur rawan kecelakaan,0,train
anak sekolah larang bawa hp motor mengirit anggaran kebutuhan pengeluaran perkapita pertahun bahan baku bbm negara awet angka kecelakaan anak sekolah turun kalau larang bawa hp motor industri hp otomotif sepi pembeli protes halus,0,train
kabar duka hari meninggalnya ibu ani yudhoyono istri presiden ri bpk susilo bambang yudhoyono akibat penyakit kanker darah rs singapura meninggalnya mantan bintang sepak bola asal spanyol jose antonio reyes akibat kecelakaan lalu lintas alaminya,0,train
dahulukan selalu ka menerobos perlintasan kereta memberikan isyarat berhenti berakibat kecelakaan,0,train
padahal paginya semangat mau kerjaa eh malah baru berangkat kecelakaan,0,train
wib kecelakaanjanger tangerang km arah merak kendaraan truk gandeng menabrak pembatas jalan tengah selesai penanganan petugas,1,train
tahun yg lalu waktu jari ku patah kecelakaan udah operasi sampe skrng tangan kiriku nggk ngepal maksimal sarafnya cuma jari yg malem keinget ngeliatin tangan trus nangis sedih bgt,0,train
wib toljlj jati warna km km arah cikunir padat penanganan kecelakaan kendaraan truk bahu jalankiri bambu apus tmii km padat kepadatan volume lalin,1,train
padahal ga terlalu addict dgn nba kobe bryant cuma tau kalo legend nba pas dengar kabar sama anaknya gigi bryant meninggal kecelakaan helikopter kok aku jadi merinding parah ripkobebyrant ripgiannabryant ripmamba,0,train
upaya cepat penanganan personil polres karawang menerjang bahaya menyelamatkan korban kecelakaan lalu lintas hingga menembus arus one way km tol jakarta cikampek,1,train
tabrak truk mogok rancaekek sopir minibus tewas terjepit kecelakaan minibus lewat user indonesia,1,train
nia daniaty alami kecelakaan hingga tak bicara sang manajer beberkan kronologisnya,1,train
kecelakaan jalan gresik gadukan utaradepan warkop arjuno user,1,train
kasat lantas bersama anggota memberikan himbauan bak terbuka mengangkut penumpang tersebut sangat membahayakan keselamatan penumpang stop pelanggaran stop kecelakaan keselamatan,0,train
tahukah kamu hari keputusan kecelakaan besarlah hari orangorang mendustakan,0,train
percuma bgt punya bpjs tenaga kerja kalau gak pernah kecelakaan tmpt kerja kan buang waktu hrdnya,0,train
korban selamat kecelakaan bus mira vs innova jalan nganjukmadiun dipenjara ternyata buronan lewat user,1,train
teridentifikasi korban kecelakaan cipularang diduga perempuan berita riau terkini online spirit riau update,1,train
mudik motor rawan kecelakaan,0,train
jalan indonesia paling sering terjadi kecelakaan gaib berita news xxx,0,train
tips n trik kalo dapet driver ojol yg doyan ngebut selap selip transformer pak ga buruburu ko pelan pelan aja pak iya neng tetep ngulangin pak kemarin abis liat kecelakaan hati hati pak tenang neng udah mahir yg kicep,0,train
getol tekan angka kecelakaan dra raih irsa,0,train
aku mengetahui rancanganrancangan apa padaku mengenai kamu demikianlah firman tuhan rancangan damai sejahtera bukan rancangan kecelakaan memberikan kepadamu hari depan penuh harapan yeremia tb,0,train
korban penipuan gak sakit korban kecelakaan biasa,0,train
jatuh cinta sebuah kecelakaan sangat indah sebaiknya alami berulang kali orang sama tidaklah selamanya bukanlah cinta,0,train
peringati bulan keselamatan kerja anies tingkat kecelakaan kerja turun merahputih anies jakarta,0,train
amber garcia torres meninggal dunia usia baru menginjak tahun,1,train
parah yg kecelakaan ngegeletak dipinggir jalan ga yg nolong padahal ga berdarah takut kena pendaharan dalem or tulang patah tp beneran ngeletak doang anjir,0,train
mostpopular kecelakaan abang ojol tanggung biaya rumah sakit penumpangnya,1,train
ko aca makin kesini makin takut bawa motor sendiri hiks otak aca tuh kebayang kalo aca kecelakaan motor,0,train
kepengen punya temen cowo yg mau ngedengerin keluh kesahku dulu pernah punya udah meninggal gegara kecelakaan dulu yg selalu mengerti kalo aku lg sedih tbtb rumah bawa es krim buat cari kenyamanan trhdp temen deket cowo akutu termasuk yg susah,0,train
pernahkah kamu hampir tenggelam pingsan mimisan dirawat lebih minggu rs patah hati yg banget banget kecelakaan selfharm,0,train
eh ketinggalan berita kobe bryant sama anaknya tewas kecelakaan helikopter,0,train
sebuah minibus mengangkut rombongan takziah asal kabupaten kediri terguling jombang berikut identitas korban kecelakaan jombang kecelakaan,1,train
kecelakaan maut terjadi kelurahan batang kabung ganting kecamatan koto tangah padang sumatera barat rabu kereta api ka minangkau express menabrak pikap gran max akibat kecelakaan sopir mobil tewas,1,train
bhs indonesia hancur waktu kecelakaan tergilas roda truk bhs jawa ajur keplindes trek simple,0,train
gareng salatiga meninggal akibat kecelakaan kronologinya,1,train
kecelakaan maut renggut nyawa,1,train
beberapa tahun belakang yukie pas band lebih banyak menghabiskan waktunya mengikuti jalan tuhan,0,train
santunan diberikan warga sebesar rp juta warga meninggal sakit korban kecelakaan mendapat santunan rp juta hingga triwulan pertama tahun,0,train
sayang tol disana pembatas jalan tengah minim,0,train
jeka beneran kecelakaan,0,train
beberapa waktu lalu waktu niat workout sendiri rumah pake bantuan aplikasi baru sadar kalau tangan kiri kuat push up nyangga badan lama pokoknya terus mikir kayaknya pernah kecelakaan deh,0,train
orangtua berikan pengertian putra putri yg msh blm cukup umur ttg bahaya kecelakaan bila berkendara blm waktunya,0,train
kecelakaan bermula salah satu truk mengalami pecah ban hingga membuat laju kendaraan terkendali menabrak truk lainnya melaju arah berlawanan,0,train
mas apa kabar aku kangen dulu pernah deket sayang kamu pindah luar jawa terus jadi lost contact tau kabarmu malah kabar duka grgr anak anak semka bikin story kalo ternyata mas meninggal karna kecelakaan kerja,0,train
kecelakaan beruntun terjadi tol japek km karawangtimur,1,train
ill always be here for youl gws my baby jungkook weloveyoujungkook kecelakaan,0,train
kelakuan songko hari tua menanyakan plat nomor kecelakaan user,0,train
sukses bukan kebetulan gagal bukan kecelakaan semua polanya,0,train
lucu kadang mimpi yg pas bangun blas ga inget yg udah berjam kebayang semalem mimpi kecelakaan trus bahuku ketusuk besi trus kerasa banget,0,train
baru kali benerbener anteng rumah terakhir begini pas kecelakaan beberapa tahun lalu biasanya lebih hari ngebangke langsung berlarian sana kemari menangis,0,train
hd wallpapers dibalik kecelakaan tol cipularang sosok wanita berbaju merah,0,train
hibyemama seorang wanita bernama cha yuri kimtaehee yg meninggal tragis dlm kecelakaan diberi waktu selama hari utk suaminya jo kanghwa leekyuhyung putri hantu,0,train
kemarin lusa aku kecelakaan gais sampe sekarang blm jalan normal pas kejadian aku tu malah ketawa sampe mau nolong jd bingung aku becanda apa beneran jatohnya,0,train
wib tolpurbaleunyi kendaraan besar arah jakarta dialihkan keluar gt cikamuning km olah tkp kecelakaan lalu,1,train
asik fokus ama corona nimbun masker besok tiba tiba serangan jantung asik fokus ama corona besok naik mobilmotor kecelakaan asik fokus ama corona besok kepleset kepala kebentur elah cara metong banyak tsay lu pas wabah baru heboh heran dh gue sbg bencong,0,train
rawan kecelakaan unit lantas polsek bantimurung pantau akses penghubung bonesinjai,1,train
masi ngerasa bersalah aja sih sebenernya cuma namanya kecelakaan kan,0,train
dasar pemuda akhir zaman niatnya jenguk kakak klaten yg abis kecelakaan eh duit buat beli tiket bis nya ilangin sunggah tak berguna,0,train
google jungkook bts kecelakaan bapak jongkok batas kecelakaan jongkok batas kecelakaan iki maksute opo beritane kok jongkok batas kecelakaan kecelakaane pas jongkok po kepiye aku baca judulnya,0,train
kecelakaan terjadi ruas tol batangsemarang,1,train
beneran sedih liatnya kemaren sore abis liat kecelakaan motor sama truk pengendara motornya nyungsep dibawah truknya,0,train
korang any idea tak macam mana nak bina satu produk mengelakkanmenghindari kecelakaan mudah didapati la ye,0,train
udah kali kecelakaan dipertigaan rasanya,0,train
yth pak kadis user user penyebrangan pertigaan kurang aman sekali dilengkapi trafic light penyebrang jalan beresiko terjadi kecelakaan lokasi pertigaan buaran st buaran jaktim mohon tindaklanjuti terima kasih,0,train
pengikut abu jnd kalo kecelakaan luar daerah nyalahin anies,0,train
gw punya bpjs waktu kecelakaan kerja kemarin gw memilih rs bros renon lebih baik kinerja menjelaskan user,0,train
pesepeda himbau menggunakan lampu tambahan malam hari utk mencegah kecelakaan lalu lintas,0,train
kemarin menangis melihat kisah bcl ternyta sepupu ku ngalamin suaminya meninggal tenggelam kecelakaan laut entah tenggelam entah kesengajaan tp salah satu cinta yg erat tuhan sayang kalian kak kalian kuat kamu kuat,0,train
mau razia sim stnk tiap hari kaga bakal berubah mau ditilang kali kalo jalan goblok udh goblok aja trs kalo kaga yg ngajarin harusnya polisi bukan cuma memberikan sanksi menghindarkan warga masyarakat kecelakaan krn kegoblokan,0,train
kecelakaan maut melibatkan belasan kendaraan terjadi tol cipularang,1,train
tiap ga enak badan mimpinya aneh tadi malem mimpi kecelakaan pisawat padahal weekend mo naik pisawat etapi gua emang sering mimpi kecelakaan pesawat apa takut banget kejadian,0,train
kecelakaan besarlah hari orangorang mendustakan,0,train
glad he fucking left me at indomaret kalo engga udah kecelakaan kali krn ribut jalan,0,train
video detikdetik kecelakaan parah marc marquez fp motogp thailand,1,train
info awal kecelakaan mobil tabrak pembatas jalan simpang tiga brimob taman arah kletek tampak foto kiriman frans setiawan via e bagian belakang mobilnya terangkat polisi lokasi arus mulai padat hm,1,train
korban penipuan mah ga sakit korban kecelakaan biasa tpi kalo jdi korban perasaan kmu rasanya sakit pake bgt,0,train
hati ku sangat hancur mendengar orang tua kecelakaan hancur sehancurnya tau mau buat apa nda tau bagaimana,0,train
kecelakaan tragis menewaskan sekeluarga yg koma meninggal minta bebek lalapan,0,train
kalau gua jadi jokowi pemerintah memang punya kuasa meminta kerajaan arab ngapain minta rizieq cekal minta setting mati kecelakaan aja disana ribet banget sih,0,train
akibat andra selalu menjaga emon jadi dikejarkejar terus sama tony lebih parahnya andra kecelakaan nonton anaklangitepsdan pukul wib sctvsinetron jangan lupa saksikan via streaming user follow channel sctv,0,train
dimanapun kalian hati guyss berkendara sekalipun bukan kalian bawa akhir banyak bgt kecelakaan pokoknya hati doa dulu jalan bawa nya kalem aja jgn bar kawan kawan ku,0,train
wib kecelakaanjapek cikarang barat km arah cikampek penanganan petugas lajur tengah,1,train
korban selamat kecelakaan tol cipularang jalani perawatan rs mh thamrin purwakarta,1,train
user wib kendaraan truk tangki pertamina mengalami kecelakaan km penanganan petugas lajur lewatiuda user user,1,train
sebuah bus membawa puluhan penumpang pontianak tujuan sampit terbalik jalan kebun sawit lamandau kalimantan tengah proses evakuasi berlangsung dramatis banyaknya korban terhimpit badan bus mnctv mnctvnews kecelakaan bus lamandau busterbalik,1,train
bulannya gus dur kisah gus dur kecelakaan bersama kiai wahid sabtu april hari penting hidup gus dur hari ayahnya memenuhi janjinya mengajak dur jalanjalan sumedang hadiah juara menulis memang menyenangkan,0,train
weekend pergi naik kereta gak lama bisabisanya kepikiran kalo keretanya tiba kecelakaan gimana pas w dalem trus w gak selamet allah protect me juseyo,0,train
selamat malam warga surabaya user yg dijalan mau mengingatkan berhatihati infonya atas jam disaat jalan mulai sepi kendaraan yg kencang infonya terjadi beberapa kali kecelakaan tunggal yg menabrak waterbarier tsbt,1,train
abang gue mahar doang abis soalnya si cewek pengen gue sekeluarga berkunjung rumah nya lampung sekalian akad blm resepsi rumah kalau gak resepsi dikira nikah kecelakaan kadang gengsi emang hrs dibeli nama baik kelurga,0,train
dinaungi dewi fortuna orang berhasil selamat maut kamuharustau kecelakaan tabrakan lucky,0,train
asuransi kecelakaan diri baru beli produk keren aplikasi akulaku minimum pembayaran cicilan rp menentukan sendiri pilihan jangka waktu cicilan download lihat sendiri,0,train
flashback satu stgh tahun yg lalu sayyid muhammad kecelakaan motor tarim kaki amp tulang paha patah seriusdifoto beliau sedang dijenguk guru muliakeliatan muh kesakitan lehernya dipegang habib umar,0,train
diduga akibat tergelincir satu unit mobil mengalami kecelakaan,1,train
jadikan pelajaran mayoritas kecelakaan pertigaan gaya beloknya video derby kurniawan follow user indonesia,0,train
orang mengemudi mengetik sms memiliki risiko kali lebih besar mengalami kecelakaan,0,train
rancangannya damai sejahtera bukan kecelakaan kadangkala manusia mengerti cara tuhan utk memakai kemunduran maju,0,train
sinetron sekarang udah nongolin scene ibuibu dapur jatohin gelas piring terus mukanya kaget dapet feeling anaklakinya kecelakaan gelas piringnya udah abis kayaknya,0,train
kecelakaan bus truk madiun,1,train
tersangka kecelakaan maut cipali positif gangguan jiwa,1,train
gue mau kerjain temen gue takut ah anjir kemaren aja beneran kecelakaan,0,train
kdm tebak drama yuk d selamat kecelakaan kereta pergi masa depan lihat dirinya meninggal sama perempuan asing akhirnya diajak nikah,0,train
kenaikan manfaat program jaminan kecelakaan kerja jkk jaminan kematian jkm tersebut didapatkan pekerja indonesia kenaikan iurannaikmanfaatiurantetap,0,train
begini kondisi sahabat dylan carr mobil kecelakaan enggan bahas kejadiannya via user,1,train
pen nyoba kecelakaan gt dh yaallah bego bgt,0,train
sopir bus kecelakaan beruntun cipali meninggal dunia saveinaelectionwitnesses,1,train
baru terjadi kecelakaan melibatkan beberapa mobil truk penumpang tol purbaleunyi km arah jakarta sungguh mengejutkan kejadian kecelakaan dahsyat tempat sama,1,train
anjir gua liat spoilernya yuusha chan kecelakaan anjir liat tendo sedih gitu woiii parah nih dorama,0,train
dapet video kejadian kecelakaan tunggal margonda depok tadi pagi allah sedih liatnya biasa liat yg ky gt ga serem tp sedih iya turut berduka buat kalian yg bawa kendaraan jgn lupa berdoa bepergian hati patuhi rambu yaa,0,train
wib pantauan cctv siang tol pluit arah jembatan tiga arus lalin padat kepadatan imbas kecelakaan beruntun km selesai tangani petugasuda user,1,train
km pernah mengalami kecelakaan cerita semua orang pastinya,0,train
kronologi kecelakaan maut kendaraan tol cipularang,1,train
kecelakaan mautt,0,train
kecelakaan motor vs mobil satu pengendara tewas ditempat,1,train
ah anjir nyesel berhenti liat kecelakaan,0,train
korban penipuan gak sakit korban kecelakaan biasa,0,train
krt halo guysss biasanya buat fmv drop refernsi buat bahan video nya kalian darimana aja iya punya potongan video adegan kecelakaan buat keperluan fmv nih thankyou,0,train
org indonesia ug kecelakaan bukanya mlh fotoin haha,0,train
minggu lalu sempat mengikuti seminar psychological first aid tau first aid kan yes pertolongan pertama kalau melihat orang kecelakaan depan most people know how to handle it,0,train
repost sbhpeterongan tim penolong dididik responsif kejadian kecelakaan memberikan pertolongan pertama ambulance datang korban dirujuk,0,train
bodoh bgt knp waktu zia ga ikut aja pas ibu kecelakaan biar brg ibu pergi surga percuma disini ga yg seperhatian ssperduli ibu zia hehe,0,train
kecelakaan kerja terjadi tingkat personal make eye cream keclomot masup mata akibat kelelahan kerja,0,train
kecelakaan maut truk pertamina tewas begini kronologinya,1,train
polres metro tangerang kota memastikan truk bermuatan tanah mengalami kecelakaan jalan imam bonjol cibodas karawaci kota tangerang banten melanggar jam operasional kawasan tersebut sopir truk diamankan metrohariini user,1,train
baru kejadian hari minggu kemarin kantorku bapak dipanggil pak ustad tingkat kerohaniannya termasuk paling tinggi kantor depresi akibat interogasi pihak ebtke terkait kecelakaan kerja kantor,0,train
ppgd gambar bukan orang kecelakaan sedang warga sedang katihab kesiapsiagaan mandiri warga merapi crew lintasmerapi pasagmerapi sidorejo kemalang klaten,0,train
dahulukan selalu ka menerobos perlintasan kereta yg memberikan isyarat utk berhenti dpt berakibat kecelakaan,0,train
please klo yg biasa bwa mobilmotor udh pernah kena kecelakaan ringan jd sbnrnya ga yg perlu d besarkan cma sayangnya yg kena artis gede klo gw yg bwa mobil trus ga sengaja nyenggol kendaraan palingnya heboh antar sesama aja wkwk,0,train
sea games kapten thailand siap bangkit anggap kekalahan indonesia cuma kecelakaan,0,train
wib kecelakaanjanger tangerang km arah bitung penanganan,1,train
tiga tahun tragedi kecelakaan pesawat chapecoense terdegradasi,0,train
kecelakaan tol cipali menewaskan orang puluhan lukaluka semoga korban meninggal diampuni dosa nya amin,1,train
semua manusia dibunuh waktu penyakit kecelakaan alat pembunuhan digunakan waktu selamat menikmati jalan menuju kematianmu,0,train
terjadi kecelakaan depan mata gua banget bangsat bapak bapak bawa motor ditabrak belakang sama mobil pick up aing makan mie rebus warkop pinggur jalan langsung lemes,0,train
kurangi angka kecelakaan kerja bpjs ketenagakerjaan sosialisasi safetyriding,0,train
polisi terapkan traffic accident analysis ungkap kecelakaan tol cipularang news taucepattanpabatas beritaterkini berita news beritanasional,1,train
baru aja ngeliat ibu penjual es krim dgn motor ketabrak mobil pick up motornya ampe muter tangan udah gatel pingin foto snap kemudian ingat dulu teman baik pernah negur jangan posting kecelakaan menunjukan korban benar gak baik memviralkan kesialan orang,0,train
personil polres mesuji laksanakan patroli bantu pengendara mengalami kecelakaan tunggal jalur lintas timur kab mesuji polripromoter,1,train
wib kecelakaanjagorawi akses keluar uki arah cawang penanganan petugas,1,train
terjadi kecelakaan daerah cilawu garut hatihati yg berkendara arah tasik menuju garut ataupun sebaliknya kemungkinan terjadi antrian panjang wilayah tsb,1,train
kongo salah satu tempat paling berbahaya dunia lalu lintas pesawat kongo masuk daftar negara paling sering mengalami kecelakaan pesawat kongo berada bawah indonesia,0,train
wib toljapek cikarang barat km km arah jakarta padat penanganan kecelakaan lajur kiri tambun bekasi barat padat kepadatan volume lalin,1,train
wib toljanger kembangan km km arah tangerang padat kepadatan volume lalin karawaci kembangan km padat penanganan kendaraan colt diesel patah as roda arah meruyaciledug selesai penanganan kecelakaan kendaraan avanza lajur kanan km,1,train
gubernur kalimantan tengah sigap bantu korban kecelakaan beruntun mobil truk kotawaringin timur,1,train
senkom astra toll cipali informasi kecelakaan tunggal km arah cirebon sedang penanganan petugas elshintaedisisiang,1,train
terjadi kecelakan jalan by pass kediri selasa kendaraan bermotor menabrak penjual furniture keliling penjual kayu larikan rs terdekat info userdek kecelakaan kediri,1,train
semua salah kecelakaan heran,0,train
gunakan kondom membuat kecelakaan,0,train
kecelakaan marquez sempat bernapas,1,train
dioprasi dulu abis kecelakaan,0,train
sedih dapet info kalau orang pernah deket mantan posisi rs kecelakaan cedera rahang berat mau say hi canggung,0,train
alami kecelakaan motogp inggris kondisi andrea doviziso makin membaik,1,train
tadi aja baru terjadi kecelakaan gegara bersihin air sungai jadi bahu jalan licin hingga pengendara motor tertabrak patok kerucut ga tau deh dilindas pengemudi jujur sih aku penghuni disebrang sungai emang ga punya otak wajib gusur kan jadinya,0,train
pengguna skuter listrik grabwheels tewas kecelakaan tabrakan mobil kawasan senayan berikut pernyataan user,1,train
kecelakaan pesawat mematikan terbanyak sepanjang terjadi amerika utara,1,train
vagabond kecelakaan pesawat jadi lu sering naik pesawat tai gak sii tmn begini mau bikin gua ptsd naik pesawat kali wkwkwk,0,train
kecelakaan beruntun km tol cipularang kapolres purwakarta orang meninggal dunia,1,train
bamsoet menyampaikan rasa bela sungkawa keluarga ditinggalkan terkait kecelakaan tol cipularang tolcipularang,1,train
star wars banget pasca kecelakaan,0,train
wib kecelakaanjagorawi ciawi km arah bogor kendaraan pick up bermuatan buah lajur tengah penanganan petugas,1,train
jadi inget kecelakaan beruntun yg pernah gue alamin cipularang,0,train
stop lawan arus lawan arus sangat membahayakan diri sendiri orang stop pelanggaran stop kecelakaan keselamatan kemanusiaan stop pelanggaran stop kecelakaan keselamatan kemanusiaan opspatuh polripromoter stoplawanarus,0,train
info awal kecelakaan truk muat kelapa truk gandeng depan pjb up paiton probolinggo farhan pendengar ss melaporkan sopir truk muat kelapa tadi sempat terjepit dievakuasi warga arah padat hm,1,train
lidia sari meninggal dunia mengalami kecelakaan maut jalan raya provinsi desa cuka kecamatan santui kotabaru kalimantan selatan selasa beritaduka,1,train
kecelakaan beruntun catalunya rossi cedera pergelangan kaki motogp catalangp motogp rungansport lewat user,1,train
polda jawa barat menyelidiki penyebabkecelakaan busdiciater kabupatensubang jawa barat penyelidikan polda jawa barat menggandeng korlantas mabes polri,0,train
hatihati lalin tol purbaleunyi baros km km arah cileunyi padat evakuasi muatan kendaraan truk dampak kecelakaan bahu jalankiri cileunyi pasteur padalarang dawuan lancar info user video user,1,train
wib kecelakaanjanger karang tengah km arah bitung terlibat kendaraan penanganan lajur kanan,1,train
lima orang tewas lima orang lukaluka akibat kecelakaan tersebut publisherstory,1,train
pemkot depok tanggung biaya rumah sakit korban kecelakaan bus news megapolitan,0,train
wib arus lalu lintas cawang kebon nanas padat imbas kecelakaan beruntun km cawang arah tanjung priok lajur kanan gunakan lajur tengah lajur kirimp user user,1,train
bule jimbaran bali mabuk mengendarai mobil menabrak mobil orang bule bernama ryan mathew australia bali kecelakaan,1,train
jakarta kecelakaan jl kyai maja elshinta,1,train
dipakai mudik mobil ambulans palopo kecelakaan gowa,1,train
kebobrokan dibiarkan bakal menjangkit porsi makara berpatungan waspadai bakal kecelakaan hizbut tahrir indonesia alirannya nan sesat awashtimasiheksis awashtimasiheksis,0,train
semoga mas nya dikuatin walaupun habis kecelakaan semoga cepat sembuh,0,train
nek kecelakaankok pelakune gak tanggung jawab usuttuntas,0,train
jenazah prajurit gugur kecelakaan heli mi semuanya berhasil diidentifikasi,1,train
hampir terjadi kecelakaan fatal menimpa sebuah alutsista untung pilotnya jago amp tenang kendalikan heli buatan rusia,0,train
emakemak nekat kejar jambret justru berujung kecelakaan orang tewas jambret lolos,1,train
kecelakaan ter gg,0,train
cikarang bandung pp melihat kecelakaan jalan,1,train
wib kecelakaanjagorawi cimanggis km arah bogor penanganan petugas lajur kanan,1,train
bintang sinetron anak langit dylan carr kecelakaan jalani operasi tak sadarkan diri,1,train
user gn putri km km arah bogor padat penanganan kecelakaan lajur kiri cililitan cawang padat kepadatan volume lalin elshintaedisisiang,1,train
korban penipuan mah ga sakit korban kecelakaan biasa tpi kalo jdi korban perasaan kmu rasanya sakit pake bgt,0,train
kalo liat cewe mukanya glowing shining shimering splendid rasanya pengen udah sono kecelakaan aja biar mukanya hancur lebur sama aku,0,train
kecelakaan kendaraan masuk kolam bunderan hi jl mh thamrin amp msh penanganan polri,1,train
kasus kecelakaan jalan raya alat ukur tekanan ban disediakan,0,train
korban tewas kecelakaan tol cipularang langsung dimakamkan,1,train
kecelakaan beruntun truk kendaraan km posisi truk melintang lajur tol jagorawi dr sentul menuju cibubur lalin padatsurya lesmana user elshintaedisisiang,1,train
wktu smpsma suka nnton la lakers cman krn kobe bryant he is the only players i like in basketball rest in peace the superstars we will miss you pebasket nba kobe bryant meninggal dunia kecelakaan helikopter,0,train
legenda basket kobe bryant meninggal bersama putrinya kecelakaanhelikopter,1,train
mudik ataupun selama jalan beraspal semoga selamat tujuan berhatihati tetap mawas diri kecelakaan diinginkan merta datang,0,train
